,country,date,new_cases,cumulative_cases
651,Honduras,2020-01-31,0,0
652,Honduras,2020-07-31,40944,1311388
653,Honduras,2021-01-31,105166,16968869
654,Honduras,2021-07-31,148451,38930513
655,Honduras,2022-01-31,97313,66894138
656,Honduras,2022-07-31,48027,76227478
657,Honduras,2023-01-31,16763,30749370
658,Hungary,2020-01-31,0,0
659,Hungary,2020-07-31,4505,413611
660,Hungary,2021-01-31,363081,25932001
661,Hungary,2021-07-31,441905,123435227
662,Hungary,2022-01-31,743914,184209389
663,Hungary,2022-07-31,412076,337631989
664,Hungary,2023-01-31,142426,139093092
665,Iceland,2020-01-31,0,0
666,Iceland,2020-07-31,1875,226887
667,Iceland,2021-01-31,4139,759948
668,Iceland,2021-07-31,1809,1163956
669,Iceland,2022-01-31,58753,3578164
670,Iceland,2022-07-31,135639,30808342
671,Iceland,2023-01-31,3608,13910282
672,India,2020-01-31,5,6
673,India,2020-07-31,1638865,45647697
674,India,2021-01-31,9107313,1354847020
675,India,2021-07-31,20867810,3700901040
676,India,2022-01-31,9688447,6325080302
677,India,2022-07-31,2717371,7805527194
678,India,2023-01-31,586649,3019817700
679,Indonesia,2020-01-31,0,0
680,Indonesia,2020-07-31,108376,4479040
681,Indonesia,2021-01-31,969938,83998689
682,Indonesia,2021-07-31,2331344,325186387
683,Indonesia,2022-01-31,943712,767491574
684,Indonesia,2022-07-31,1853728,1061189303
685,Indonesia,2023-01-31,235526,432077428
686,Iran (Islamic Republic of),2020-01-31,0,0
687,Iran (Islamic Republic of),2020-07-31,301530,20289475
688,Iran (Islamic Republic of),2021-01-31,1110201,137296230
689,Iran (Islamic Republic of),2021-07-31,2439431,445655093
690,Iran (Islamic Republic of),2022-01-31,2493017,1040723510
691,Iran (Islamic Republic of),2022-07-31,1037120,1293278214
692,Iran (Islamic Republic of),2023-01-31,169392,510758063
693,Iraq,2020-01-31,0,0
694,Iraq,2020-07-31,121263,3449116
695,Iraq,2021-01-31,497659,79388961
696,Iraq,2021-07-31,997462,189156691
697,Iraq,2022-01-31,586981,369182206
698,Iraq,2022-07-31,240407,421426158
699,Iraq,2023-01-31,16898,167024200
700,Ireland,2020-01-31,0,0
701,Ireland,2020-07-31,26027,2652546
702,Ireland,2021-01-31,170354,12671613
703,Ireland,2021-07-31,104246,45059179
704,Ireland,2022-01-31,883045,102019939
705,Ireland,2022-07-31,462693,269158208
706,Ireland,2023-01-31,19683,112702696
707,Isle of Man,2020-01-31,0,0
708,Isle of Man,2020-07-31,338,37874
709,Isle of Man,2021-01-31,96,66853
710,Isle of Man,2021-07-31,4198,271666
711,Isle of Man,2022-01-31,16764,1973423
712,Isle of Man,2022-07-31,16300,5498805
713,Isle of Man,2023-01-31,312,2579426
714,Israel,2020-01-31,0,0
715,Israel,2020-07-31,70282,2905235
716,Israel,2021-01-31,570176,54780332
717,Israel,2021-07-31,232944,148246314
718,Israel,2022-01-31,1983738,248626268
719,Israel,2022-07-31,1722518,724870709
720,Israel,2023-01-31,87421,315126829
721,Italy,2020-01-31,3,7
722,Italy,2020-07-31,247155,27485479
723,Italy,2021-01-31,2294625,194179460
724,Italy,2021-07-31,1801736,679464261
725,Italy,2022-01-31,6581966,997720335
726,Italy,2022-07-31,10077288,2901462383
727,Italy,2023-01-31,1690139,1487800653
728,Jamaica,2020-01-31,0,0
729,Jamaica,2020-07-31,856,63227
730,Jamaica,2021-01-31,14671,1507640
731,Jamaica,2021-07-31,37157,7313943
732,Jamaica,2022-01-31,71418,15770194
733,Jamaica,2022-07-31,22139,24220935
734,Jamaica,2023-01-31,5690,10181871
735,Japan,2020-01-31,12,51
736,Japan,2020-07-31,34360,2051841
737,Japan,2021-01-31,352370,25847110
738,Japan,2021-07-31,527013,111377812
739,Japan,2022-01-31,1755883,305007348
740,Japan,2022-07-31,9883372,1360653457
741,Japan,2023-01-31,8907285,1249564670
742,Jersey,2020-01-31,0,0
743,Jersey,2020-07-31,319,33997
744,Jersey,2021-01-31,2819,211455
745,Jersey,2021-07-31,5159,666588
746,Jersey,2022-01-31,22480,2565763
747,Jersey,2022-07-31,27344,8611747
748,Jersey,2023-01-31,2525,4029928
749,Jordan,2020-01-31,0,0
750,Jordan,2020-07-31,1259,94207
751,Jordan,2021-01-31,324415,23367241
752,Jordan,2021-07-31,444476,113510177
753,Jordan,2022-01-31,438933,167614201
754,Jordan,2022-07-31,500796,299789163
755,Jordan,2023-01-31,37118,117955894
756,Kazakhstan,2020-01-31,0,0
757,Kazakhstan,2020-07-31,89078,2780281
758,Kazakhstan,2021-01-31,145491,29578180
759,Kazakhstan,2021-07-31,398900,68993109
760,Kazakhstan,2022-01-31,686345,181909587
761,Kazakhstan,2022-07-31,119910,252226781
762,Kazakhstan,2023-01-31,44249,100281095
763,Kenya,2020-01-31,0,0
764,Kenya,2020-07-31,19913,522139
765,Kenya,2021-01-31,80762,11327636
766,Kenya,2021-07-31,101279,27286336
767,Kenya,2022-01-31,119381,47508827
768,Kenya,2022-07-31,16264,59072340
769,Kenya,2023-01-31,864,22994988
770,Kiribati,2020-01-31,0,0
771,Kiribati,2020-07-31,0,0
772,Kiribati,2021-01-31,0,0
773,Kiribati,2021-07-31,0,0
774,Kiribati,2022-01-31,364,1418
775,Kiribati,2022-07-31,3066,541124
776,Kiribati,2023-01-31,0,233240
777,Kosovo[1],2020-01-31,0,0
778,Kosovo[1],2020-07-31,8061,255268
779,Kosovo[1],2021-01-31,51830,5323465
780,Kosovo[1],2021-07-31,48339,17075019
781,Kosovo[1],2022-01-31,96072,28552612
782,Kosovo[1],2022-07-31,48967,41331243
783,Kosovo[1],2023-01-31,18774,18288346
784,Kuwait,2020-01-31,0,0
785,Kuwait,2020-07-31,66529,3318385
786,Kuwait,2021-01-31,98093,22238775
787,Kuwait,2021-07-31,232476,49796622
788,Kuwait,2022-01-31,142556,77337349
789,Kuwait,2022-07-31,115017,113883011
790,Kuwait,2023-01-31,3849,44700420
791,Kyrgyzstan,2020-01-31,0,0
792,Kyrgyzstan,2020-07-31,35805,851233
793,Kyrgyzstan,2021-01-31,48724,11208506
794,Kyrgyzstan,2021-07-31,78363,18854181
795,Kyrgyzstan,2022-01-31,35424,33298584
796,Kyrgyzstan,2022-07-31,4369,36362588
797,Kyrgyzstan,2023-01-31,3475,13971938
798,Lao People's Democratic Republic,2020-01-31,0,0
799,Lao People's Democratic Republic,2020-07-31,20,2283
800,Lao People's Democratic Republic,2021-01-31,24,5437
801,Lao People's Democratic Republic,2021-07-31,5875,216067
802,Lao People's Democratic Republic,2022-01-31,127605,10195825
803,Lao People's Democratic Republic,2022-07-31,77668,33815207
804,Lao People's Democratic Republic,2023-01-31,4760,14554308
805,Latvia,2020-01-31,0,0
806,Latvia,2020-07-31,1231,123294
807,Latvia,2021-01-31,65010,3074194
808,Latvia,2021-07-31,72622,20697686
809,Latvia,2022-01-31,253901,39774487
810,Latvia,2022-07-31,471287,139264081
811,Latvia,2023-01-31,73111,61352352
812,Lebanon,2020-01-31,0,0
813,Lebanon,2020-07-31,4334,179649
814,Lebanon,2021-01-31,294579,18164710
815,Lebanon,2021-07-31,261483,87432610
816,Lebanon,2022-01-31,354533,122470585
817,Lebanon,2022-07-31,257340,197123816
818,Lebanon,2023-01-31,44112,81966809
819,Lesotho,2020-01-31,0,0
820,Lesotho,2020-07-31,604,8923
821,Lesotho,2021-01-31,8045,441704
822,Lesotho,2021-07-31,4259,1968752
823,Lesotho,2022-01-31,19342,4058013
824,Lesotho,2022-07-31,1984,6024562
825,Lesotho,2023-01-31,256,2339025
826,Liberia,2020-01-31,0,0
827,Liberia,2020-07-31,1183,57074
828,Liberia,2021-01-31,771,283654
829,Liberia,2021-07-31,3604,499255
830,Liberia,2022-01-31,1715,1109209
831,Liberia,2022-07-31,275,1346208
832,Liberia,2023-01-31,426,534718
833,Libya,2020-01-31,0,0
834,Libya,2020-07-31,3438,71902
835,Libya,2021-01-31,114212,10833659
836,Libya,2021-07-31,131464,31143780
837,Libya,2022-01-31,176123,64444478
838,Libya,2022-07-31,79512,89866046
839,Libya,2023-01-31,2260,34447044
840,Liechtenstein,2020-01-31,0,0
841,Liechtenstein,2020-07-31,89,10936
842,Liechtenstein,2021-01-31,2478,173707
843,Liechtenstein,2021-07-31,622,530234
844,Liechtenstein,2022-01-31,5948,850633
845,Liechtenstein,2022-07-31,9567,2896076
846,Liechtenstein,2023-01-31,1228,1308726
847,Lithuania,2020-01-31,0,0
848,Lithuania,2020-07-31,2015,183422
849,Lithuania,2021-01-31,182432,10004390
850,Lithuania,2021-07-31,98750,43949134
851,Lithuania,2022-01-31,421960,77122712
852,Lithuania,2022-07-31,478443,197478555
853,Lithuania,2023-01-31,72403,83055671
854,Luxembourg,2020-01-31,0,0
855,Luxembourg,2020-07-31,5410,423288
856,Luxembourg,2021-01-31,45036,4344541
857,Luxembourg,2021-07-31,23424,11702748
858,Luxembourg,2022-01-31,83982,16539945
859,Luxembourg,2022-07-31,124918,41526504
860,Luxembourg,2023-01-31,11638,19555298
861,Madagascar,2020-01-31,0,0
862,Madagascar,2020-07-31,10748,238826
863,Madagascar,2021-01-31,8317,3036439
864,Madagascar,2021-07-31,23668,5956244
865,Madagascar,2022-01-31,16586,8459925
866,Madagascar,2022-07-31,7172,11632607
867,Madagascar,2023-01-31,193,4530418
868,Malawi,2020-01-31,0,0
869,Malawi,2020-07-31,3981,102819
870,Malawi,2021-01-31,19516,1274329
871,Malawi,2021-07-31,28312,6255039
872,Malawi,2022-01-31,32611,11924093
873,Malawi,2022-07-31,2945,15543662
874,Malawi,2023-01-31,665,5972964
875,Malaysia,2020-01-31,8,31
876,Malaysia,2020-07-31,8956,903701
877,Malaysia,2021-01-31,200697,10081562
878,Malaysia,2021-07-31,885825,90773712
879,Malaysia,2022-01-31,1770498,424632922
880,Malaysia,2022-07-31,1811286,754270620
881,Malaysia,2023-01-31,172838,325058569
882,Maldives,2020-01-31,0,0
883,Maldives,2020-07-31,3793,187710
884,Maldives,2021-01-31,12048,2042422
885,Maldives,2021-07-31,61591,7862077
886,Maldives,2022-01-31,61448,16613943
887,Maldives,2022-07-31,45605,31907074
888,Maldives,2023-01-31,597,12570019
889,Mali,2020-01-31,0,0
890,Mali,2020-07-31,2407,156106
891,Mali,2021-01-31,5662,811133
892,Mali,2021-07-31,6505,2195906
893,Mali,2022-01-31,15471,3313537
894,Mali,2022-07-31,1177,5570960
895,Mali,2023-01-31,1467,2164712
896,Malta,2020-01-31,0,0
897,Malta,2020-07-31,824,70567
898,Malta,2021-01-31,17184,1343843
899,Malta,2021-07-31,16392,5154783
900,Malta,2022-01-31,33314,7794735
901,Malta,2022-07-31,45114,16115368
902,Malta,2023-01-31,1994,7755148
903,Marshall Islands,2020-01-31,0,0
904,Marshall Islands,2020-07-31,0,0
905,Marshall Islands,2021-01-31,4,320
906,Marshall Islands,2021-07-31,0,724
907,Marshall Islands,2022-01-31,3,748
908,Marshall Islands,2022-07-31,57,3258
909,Marshall Islands,2023-01-31,15241,749440
910,Martinique,2020-01-31,0,0
911,Martinique,2020-07-31,269,25802
912,Martinique,2021-01-31,6101,621028
913,Martinique,2021-07-31,15383,1847409
914,Martinique,2022-01-31,65881,8252152
915,Martinique,2022-07-31,123938,28233177
916,Martinique,2023-01-31,10046,14728418
917,Mauritania,2020-01-31,0,0
918,Mauritania,2020-07-31,6295,237796
919,Mauritania,2021-01-31,10313,1761494
920,Mauritania,2021-07-31,8815,3444712
921,Mauritania,2022-01-31,32775,7113535
922,Mauritania,2022-07-31,4342,10729095
923,Mauritania,2023-01-31,286,4266848
924,Mauritius,2020-01-31,0,0
925,Mauritius,2020-07-31,344,40471
926,Mauritius,2021-01-31,224,81731
927,Mauritius,2021-07-31,3646,250672
928,Mauritius,2022-01-31,101721,9343417
929,Mauritius,2022-07-31,142392,37660459
930,Mauritius,2023-01-31,14321,17562660
931,Mayotte,2020-01-31,0,0
932,Mayotte,2020-07-31,2962,198881
933,Mayotte,2021-01-31,5269,854483
934,Mayotte,2021-07-31,11263,3338828
935,Mayotte,2022-01-31,16788,4102475
936,Mayotte,2022-07-31,2677,6755955
937,Mayotte,2023-01-31,1318,2716596
938,Mexico,2020-01-31,0,0
939,Mexico,2020-07-31,482095,20029942
940,Mexico,2021-01-31,1454656,194358879
941,Mexico,2021-07-31,967761,428372439
942,Mexico,2022-01-31,2458446,708524770
943,Mexico,2022-07-31,1497235,1064394876
944,Mexico,2023-01-31,230772,478459545
945,Micronesia (Federated States of),2020-01-31,0,0
946,Micronesia (Federated States of),2020-07-31,0,0
947,Micronesia (Federated States of),2021-01-31,0,0
948,Micronesia (Federated States of),2021-07-31,0,0
949,Micronesia (Federated States of),2022-01-31,0,0
950,Micronesia (Federated States of),2022-07-31,5258,23197
951,Micronesia (Federated States of),2023-01-31,15575,621671
952,Monaco,2020-01-31,0,0
953,Monaco,2020-07-31,84,8604
954,Monaco,2021-01-31,1391,90130
955,Monaco,2021-07-31,1398,422442
956,Monaco,2022-01-31,5435,742123
957,Monaco,2022-07-31,5798,2073679
958,Monaco,2023-01-31,602,979777
959,Mongolia,2020-01-31,0,0
960,Mongolia,2020-07-31,291,17982
961,Mongolia,2021-01-31,1488,119166
962,Mongolia,2021-07-31,163368,9309197
963,Mongolia,2022-01-31,676701,93074335
964,Mongolia,2022-07-31,105174,166088574
965,Mongolia,2023-01-31,36493,66345504
966,Montenegro,2020-01-31,0,0
967,Montenegro,2020-07-31,3061,85292
968,Montenegro,2021-01-31,58122,4590426
969,Montenegro,2021-07-31,40603,16537621
970,Montenegro,2022-01-31,117580,26987270
971,Montenegro,2022-07-31,39188,42673143
972,Montenegro,2023-01-31,22351,18644003
973,Montserrat,2020-01-31,0,0
974,Montserrat,2020-07-31,13,1349
975,Montserrat,2021-01-31,0,2392
976,Montserrat,2021-07-31,8,3581
977,Montserrat,2022-01-31,142,9343
978,Montserrat,2022-07-31,891,98273
979,Montserrat,2023-01-31,349,82625
980,Morocco,2020-01-31,0,0
981,Morocco,2020-07-31,23259,1070252
982,Morocco,2021-01-31,447432,44376872
983,Morocco,2021-07-31,145308,92623972
984,Morocco,2022-01-31,515396,169896560
985,Morocco,2022-07-31,129364,213472956
986,Morocco,2023-01-31,4273,85957223
987,Mozambique,2020-01-31,0,0
988,Mozambique,2020-07-31,1808,63286
989,Mozambique,2021-01-31,35897,2361114
990,Mozambique,2021-07-31,82245,12760714
991,Mozambique,2022-01-31,103861,29508000
992,Mozambique,2022-07-31,5753,40916821
993,Mozambique,2023-01-31,748,15644058
994,Myanmar,2020-01-31,0,0
995,Myanmar,2020-07-31,353,26447
996,Myanmar,2021-01-31,139792,10774919
997,Myanmar,2021-07-31,159040,28406187
998,Myanmar,2022-01-31,236347,87422112
999,Myanmar,2022-07-31,78560,109122927
1000,Myanmar,2023-01-31,11405,41978340
1001,Namibia,2020-01-31,0,0
1002,Namibia,2020-07-31,2129,37045
1003,Namibia,2021-01-31,31811,2696183
1004,Namibia,2021-07-31,85345,10782955
1005,Namibia,2022-01-31,36614,24479739
1006,Namibia,2022-07-31,10605,29116389
1007,Namibia,2023-01-31,270,11333733
1008,Nauru,2020-01-31,0,0
1009,Nauru,2020-07-31,0,0
1010,Nauru,2021-01-31,0,0
1011,Nauru,2021-07-31,0,0
1012,Nauru,2022-01-31,0,0
1013,Nauru,2022-07-31,4407,151206
1014,Nauru,2023-01-31,203,311821
1015,Nepal,2020-01-31,5,41
1016,Nepal,2020-07-31,19766,760437
1017,Nepal,2021-01-31,251188,28750798
1018,Nepal,2021-07-31,424430,77789140
1019,Nepal,2022-01-31,258524,148290191
1020,Nepal,2022-07-31,32683,177054497
1021,Nepal,2023-01-31,13264,67759095
1022,Netherlands,2020-01-31,0,0
1023,Netherlands,2020-07-31,53890,5277804
1024,Netherlands,2021-01-31,920005,71976708
1025,Netherlands,2021-07-31,888113,260275813
1026,Netherlands,2022-01-31,2447918,453225226
1027,Netherlands,2022-07-31,4024254,1369027547
1028,Netherlands,2023-01-31,107171,570503619
1029,New Caledonia,2020-01-31,0,0
1030,New Caledonia,2020-07-31,22,2503
1031,New Caledonia,2021-01-31,25,5651
1032,New Caledonia,2021-07-31,87,19727
1033,New Caledonia,2022-01-31,18645,1570846
1034,New Caledonia,2022-07-31,51017,10554974
1035,New Caledonia,2023-01-31,4519,4991648
1036,New Zealand,2020-01-31,0,0
1037,New Zealand,2020-07-31,1210,141425
1038,New Zealand,2021-01-31,738,292902
1039,New Zealand,2021-07-31,566,404137
1040,New Zealand,2022-01-31,13526,1449931
1041,New Zealand,2022-07-31,1587338,153477432
1042,New Zealand,2023-01-31,168638,116756331
1043,Nicaragua,2020-01-31,0,0
1044,Nicaragua,2020-07-31,3080,136676
1045,Nicaragua,2021-01-31,1912,791418
1046,Nicaragua,2021-07-31,2600,1045300
1047,Nicaragua,2022-01-31,6089,2170457
1048,Nicaragua,2022-07-31,1126,2598693
1049,Nicaragua,2023-01-31,285,1016583
1050,Niger,2020-01-31,0,0
1051,Niger,2020-07-31,1134,106370
1052,Niger,2021-01-31,3382,346768
1053,Niger,2021-07-31,1100,936821
1054,Niger,2022-01-31,3033,1223796
1055,Niger,2022-07-31,465,1615609
1056,Niger,2023-01-31,298,632179
1057,Nigeria,2020-01-31,0,0
1058,Nigeria,2020-07-31,42689,1760893
1059,Nigeria,2021-01-31,87868,12726777
1060,Nigeria,2021-07-31,42854,29353185
1061,Nigeria,2022-01-31,79612,39185361
1062,Nigeria,2022-07-31,7954,46342899
1063,Nigeria,2023-01-31,4528,17936264
1064,Niue,2020-01-31,0,0
1065,Niue,2020-07-31,0,0
1066,Niue,2021-01-31,0,0
1067,Niue,2021-07-31,0,0
1068,Niue,2022-01-31,0,0
1069,Niue,2022-07-31,47,1702
1070,Niue,2023-01-31,34,4721
1071,North Macedonia,2020-01-31,0,0
1072,North Macedonia,2020-07-31,10617,472332
1073,North Macedonia,2021-01-31,81901,7992712
1074,North Macedonia,2021-07-31,63781,24837050
1075,North Macedonia,2022-01-31,111880,37363160
1076,North Macedonia,2022-07-31,58830,55506926
1077,North Macedonia,2023-01-31,16254,23037023
1078,Northern Mariana Islands (Commonwealth of the),2020-01-31,0,0
1079,Northern Mariana Islands (Commonwealth of the),2020-07-31,42,2870
1080,Northern Mariana Islands (Commonwealth of the),2021-01-31,90,16512
1081,Northern Mariana Islands (Commonwealth of the),2021-07-31,58,30040
1082,Northern Mariana Islands (Commonwealth of the),2022-01-31,4674,221557
1083,Northern Mariana Islands (Commonwealth of the),2022-07-31,7868,1940919
1084,Northern Mariana Islands (Commonwealth of the),2023-01-31,439,887295
1085,Norway,2020-01-31,0,0
1086,Norway,2020-07-31,9214,1042989
1087,Norway,2021-01-31,53822,5141950
1088,Norway,2021-07-31,74542,19313112
1089,Norway,2022-01-31,629463,49799996
1090,Norway,2022-07-31,688796,245819688
1091,Norway,2023-01-31,6894,99280798
1092,Oman,2020-01-31,0,0
1093,Oman,2020-07-31,79159,2795429
1094,Oman,2021-01-31,54569,20203637
1095,Oman,2021-07-31,162521,36118705
1096,Oman,2022-01-31,40211,56176647
1097,Oman,2022-07-31,59277,69809603
1098,Oman,2023-01-31,2687,27044181
1099,Other,2020-01-31,0,0
1100,Other,2020-07-31,741,121004
1101,Other,2021-01-31,4,136551
1102,Other,2021-07-31,19,136525
1103,Other,2022-01-31,0,140576
1104,Other,2022-07-31,0,138284
1105,Other,2023-01-31,0,51952
1106,Pakistan,2020-01-31,0,0
1107,Pakistan,2020-07-31,278305,13660524
1108,Pakistan,2021-01-31,264909,68349484
1109,Pakistan,2021-07-31,481647,142774661
1110,Pakistan,2022-01-31,393130,229044664
1111,Pakistan,2022-07-31,135939,275544155
1112,Pakistan,2023-01-31,18848,106593224
1113,Palau,2020-01-31,0,0
1114,Palau,2020-07-31,0,0
1115,Palau,2021-01-31,0,0
1116,Palau,2021-07-31,0,0
1117,Palau,2022-01-31,1527,10896
1118,Palau,2022-07-31,3705,798088
1119,Palau,2023-01-31,228,364447
1120,Panama,2020-01-31,0,0
1121,Panama,2020-07-31,63269,2507897
1122,Panama,2021-01-31,254984,28651717
1123,Panama,2021-07-31,115292,66920899
1124,Panama,2022-01-31,259089,89212568
1125,Panama,2022-07-31,261735,148053843
1126,Panama,2023-01-31,33244,66369464
1127,Papua New Guinea,2020-01-31,0,0
1128,Papua New Guinea,2020-07-31,63,1377
1129,Papua New Guinea,2021-01-31,788,108003
1130,Papua New Guinea,2021-07-31,16923,1859917
1131,Papua New Guinea,2022-01-31,19371,5122477
1132,Papua New Guinea,2022-07-31,7644,7812286
1133,Papua New Guinea,2023-01-31,302,3053321
1134,Paraguay,2020-01-31,0,0
1135,Paraguay,2020-07-31,4866,168020
1136,Paraguay,2021-01-31,127020,11505115
1137,Paraguay,2021-07-31,319809,51892218
1138,Paraguay,2022-01-31,118774,86042073
1139,Paraguay,2022-07-31,136640,117681371
1140,Paraguay,2023-01-31,9434,48567896
1141,Peru,2020-01-31,0,0
1142,Peru,2020-07-31,400683,20079314
1143,Peru,2021-01-31,725192,155876563
1144,Peru,2021-07-31,982720,311116545
1145,Peru,2022-01-31,1087893,416178350
1146,Peru,2022-07-31,699008,646119545
1147,Peru,2023-01-31,251362,277338481
1148,Philippines,2020-01-31,1,1
1149,Philippines,2020-07-31,89290,3229666
1150,Philippines,2021-01-31,434224,65239200
1151,Philippines,2021-07-31,1057303,183130153
1152,Philippines,2022-01-31,1964838,476512212
1153,Philippines,2022-07-31,226812,666716012
1154,Philippines,2023-01-31,188881,263864803
1155,Pitcairn Islands,2020-01-31,0,0
1156,Pitcairn Islands,2020-07-31,0,0
1157,Pitcairn Islands,2021-01-31,0,0
1158,Pitcairn Islands,2021-07-31,0,0
1159,Pitcairn Islands,2022-01-31,0,0
1160,Pitcairn Islands,2022-07-31,4,48
1161,Pitcairn Islands,2023-01-31,0,272
1162,Poland,2020-01-31,0,0
1163,Poland,2020-07-31,45031,2888905
1164,Poland,2021-01-31,1471137,110787672
1165,Poland,2021-07-31,1368713,448675661
1166,Poland,2022-01-31,2002785,621853655
1167,Poland,2022-07-31,1181999,1064960249
1168,Poland,2023-01-31,241308,421051697
1169,Portugal,2020-01-31,0,0
1170,Portugal,2020-07-31,51710,3970544
1171,Portugal,2021-01-31,622833,39103913
1172,Portugal,2021-07-31,288210,149607592
1173,Portugal,2022-01-31,1717470,227247022
1174,Portugal,2022-07-31,2654665,760328453
1175,Portugal,2023-01-31,158652,368678836
1176,Puerto Rico,2020-01-31,0,0
1177,Puerto Rico,2020-07-31,16572,623194
1178,Puerto Rico,2021-01-31,76834,9833819
1179,Puerto Rico,2021-07-31,52081,22260972
1180,Puerto Rico,2022-01-31,311136,39692385
1181,Puerto Rico,2022-07-31,393970,108261587
1182,Puerto Rico,2023-01-31,110131,62565796
1183,Qatar,2020-01-31,0,0
1184,Qatar,2020-07-31,110460,6707622
1185,Qatar,2021-01-31,40524,24223131
1186,Qatar,2021-07-31,75093,35616660
1187,Qatar,2022-01-31,111561,45502148
1188,Qatar,2022-07-31,70111,66630745
1189,Qatar,2023-01-31,47272,29351947
1190,Republic of Korea,2020-01-31,11,42
1191,Republic of Korea,2020-07-31,14294,1697634
1192,Republic of Korea,2021-01-31,63893,6466007
1193,Republic of Korea,2021-07-31,120147,22716746
1194,Republic of Korea,2022-01-31,647354,76726826
1195,Republic of Korea,2022-07-31,18930351,2447873417
1196,Republic of Korea,2023-01-31,5157706,1568466687
1197,Republic of Moldova,2020-01-31,0,0
1198,Republic of Moldova,2020-07-31,24343,1229048
1199,Republic of Moldova,2021-01-31,135170,15619971
1200,Republic of Moldova,2021-07-31,99843,41984252
1201,Republic of Moldova,2022-01-31,181342,60586173
1202,Republic of Moldova,2022-07-31,91489,92688727
1203,Republic of Moldova,2023-01-31,58624,38929418
1204,Romania,2020-01-31,0,0
1205,Romania,2020-07-31,49591,2508022
1206,Romania,2021-01-31,677327,59873612
1207,Romania,2021-07-31,356115,177697539
1208,Romania,2022-01-31,1113361,279861806
1209,Romania,2022-07-31,863174,513514482
1210,Romania,2023-01-31,214346,218069347
1211,Russian Federation,2020-01-31,2,2
1212,Russian Federation,2020-07-31,839979,48781893
1213,Russian Federation,2021-01-31,3010458,356669995
1214,Russian Federation,2021-07-31,2415434,885132735
1215,Russian Federation,2022-01-31,5595204,1594879176
1216,Russian Federation,2022-07-31,6740642,3171377716
1217,Russian Federation,2023-01-31,2562223,1345185293
1218,Rwanda,2020-01-31,0,0
1219,Rwanda,2020-07-31,1994,77153
1220,Rwanda,2021-01-31,13124,1092086
1221,Rwanda,2021-07-31,54720,5191272
1222,Rwanda,2022-01-31,59003,18319954
1223,Rwanda,2022-07-31,3426,23557561
1224,Rwanda,2023-01-31,241,9004848
1225,Réunion,2020-01-31,0,0
1226,Réunion,2020-07-31,657,59862
1227,Réunion,2021-01-31,9339,1026849
1228,Réunion,2021-07-31,27235,3873078
1229,Réunion,2022-01-31,143300,12084392
1230,Réunion,2022-07-31,258628,66386505
1231,Réunion,2023-01-31,37768,31486906
1232,Saba,2020-01-31,0,0
1233,Saba,2020-07-31,3,289
1234,Saba,2021-01-31,3,942
1235,Saba,2021-07-31,1,1175
1236,Saba,2022-01-31,192,6405
1237,Saba,2022-07-31,453,81639
1238,Saba,2023-01-31,78,48343
1239,Saint Barthélemy,2020-01-31,0,0
1240,Saint Barthélemy,2020-07-31,8,809
1241,Saint Barthélemy,2021-01-31,371,20091
1242,Saint Barthélemy,2021-07-31,956,158223
1243,Saint Barthélemy,2022-01-31,2207,332351
1244,Saint Barthélemy,2022-07-31,1596,779493
1245,Saint Barthélemy,2023-01-31,147,356356
1246,Saint Helena,2020-01-31,0,0
1247,Saint Helena,2020-07-31,0,0
1248,Saint Helena,2021-01-31,0,0
1249,Saint Helena,2021-07-31,0,0
1250,Saint Helena,2022-01-31,0,0
1251,Saint Helena,2022-07-31,0,0
1252,Saint Helena,2023-01-31,1826,28414
1253,Saint Kitts and Nevis,2020-01-31,0,0
1254,Saint Kitts and Nevis,2020-07-31,17,1808
1255,Saint Kitts and Nevis,2021-01-31,20,4146
1256,Saint Kitts and Nevis,2021-07-31,552,28620
1257,Saint Kitts and Nevis,2022-01-31,4830,452945
1258,Saint Kitts and Nevis,2022-07-31,1037,1039004
1259,Saint Kitts and Nevis,2023-01-31,89,443016
1260,Saint Lucia,2020-01-31,0,0
1261,Saint Lucia,2020-07-31,25,2296
1262,Saint Lucia,2021-01-31,1170,35434
1263,Saint Lucia,2021-07-31,4372,791991
1264,Saint Lucia,2022-01-31,15231,2189161
1265,Saint Lucia,2022-07-31,7168,4417621
1266,Saint Lucia,2023-01-31,1551,1955439
1267,Saint Martin,2020-01-31,0,0
1268,Saint Martin,2020-07-31,53,4997
1269,Saint Martin,2021-01-31,1236,107681
1270,Saint Martin,2021-07-31,1352,340251
1271,Saint Martin,2022-01-31,6965,777622
1272,Saint Martin,2022-07-31,2061,1887649
1273,Saint Martin,2023-01-31,311,809169
1274,Saint Pierre and Miquelon,2020-01-31,0,0
1275,Saint Pierre and Miquelon,2020-07-31,4,167
1276,Saint Pierre and Miquelon,2021-01-31,20,2223
1277,Saint Pierre and Miquelon,2021-07-31,4,4524
1278,Saint Pierre and Miquelon,2022-01-31,600,16007
1279,Saint Pierre and Miquelon,2022-07-31,2455,401760
1280,Saint Pierre and Miquelon,2023-01-31,148,214653
1281,Saint Vincent and the Grenadines,2020-01-31,0,0
1282,Saint Vincent and the Grenadines,2020-07-31,52,2894
1283,Saint Vincent and the Grenadines,2021-01-31,844,24597
1284,Saint Vincent and the Grenadines,2021-07-31,1395,337918
1285,Saint Vincent and the Grenadines,2022-01-31,5612,855388
1286,Saint Vincent and the Grenadines,2022-07-31,1460,1556468
