Port Name,Administrative Approach Rank,"Total
Points",Economy Label,Port Name.1,Statistic Approach Rank,IndeX Value,Economy Label.1,Period,Period Label,Year,Frequency,Frequency Label,Economy,CommercialMarket,CommercialMarket Label,Number of port calls,Number of port calls Footnote
SHEKOU,16,137.844,China,TANJUNG PELEPAS,16,59.83,Malasyia,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
SHEKOU,16,137.844,China,TANJUNG PELEPAS,16,59.83,Malasyia,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
SHEKOU,16,137.844,China,TANJUNG PELEPAS,16,59.83,Malasyia,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
SHEKOU,16,137.844,China,TANJUNG PELEPAS,16,59.83,Malasyia,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
SHEKOU,16,137.844,China,TANJUNG PELEPAS,16,59.83,Malasyia,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
SHEKOU,16,137.844,China,TANJUNG PELEPAS,16,59.83,Malasyia,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
CHIWAN,17,132.828,China,SHEKOU,17,58.312,China,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
CHIWAN,17,132.828,China,SHEKOU,17,58.312,China,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
CHIWAN,17,132.828,China,SHEKOU,17,58.312,China,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
CHIWAN,17,132.828,China,SHEKOU,17,58.312,China,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
CHIWAN,17,132.828,China,SHEKOU,17,58.312,China,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
CHIWAN,17,132.828,China,SHEKOU,17,58.312,China,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
CHIWAN,17,132.828,China,SHEKOU,17,58.312,China,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
CHIWAN,17,132.828,China,SHEKOU,17,58.312,China,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
CHIWAN,17,132.828,China,SHEKOU,17,58.312,China,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
TIANJIN,27,109.448,China,PORT OF VIRGINIA,27,50.444,USA,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
TIANJIN,27,109.448,China,PORT OF VIRGINIA,27,50.444,USA,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
TIANJIN,27,109.448,China,PORT OF VIRGINIA,27,50.444,USA,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
TIANJIN,27,109.448,China,PORT OF VIRGINIA,27,50.444,USA,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
TIANJIN,27,109.448,China,PORT OF VIRGINIA,27,50.444,USA,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
TIANJIN,27,109.448,China,PORT OF VIRGINIA,27,50.444,USA,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
TIANJIN,27,109.448,China,PORT OF VIRGINIA,27,50.444,USA,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
TIANJIN,27,109.448,China,PORT OF VIRGINIA,27,50.444,USA,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
TIANJIN,27,109.448,China,PORT OF VIRGINIA,27,50.444,USA,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
QINGDAO,42,95.043,China,JEBEL ALI,42,37.549,United Arab Emirates,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
QINGDAO,42,95.043,China,JEBEL ALI,42,37.549,United Arab Emirates,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
QINGDAO,42,95.043,China,JEBEL ALI,42,37.549,United Arab Emirates,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
QINGDAO,42,95.043,China,JEBEL ALI,42,37.549,United Arab Emirates,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
QINGDAO,42,95.043,China,JEBEL ALI,42,37.549,United Arab Emirates,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
QINGDAO,42,95.043,China,JEBEL ALI,42,37.549,United Arab Emirates,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
QINGDAO,42,95.043,China,JEBEL ALI,42,37.549,United Arab Emirates,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
QINGDAO,42,95.043,China,JEBEL ALI,42,37.549,United Arab Emirates,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
QINGDAO,42,95.043,China,JEBEL ALI,42,37.549,United Arab Emirates,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
XIAMEN,45,92.212,China,SHIMIZU,45,35.895,Japan,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
XIAMEN,45,92.212,China,SHIMIZU,45,35.895,Japan,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
XIAMEN,45,92.212,China,SHIMIZU,45,35.895,Japan,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
XIAMEN,45,92.212,China,SHIMIZU,45,35.895,Japan,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
XIAMEN,45,92.212,China,SHIMIZU,45,35.895,Japan,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
XIAMEN,45,92.212,China,SHIMIZU,45,35.895,Japan,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
XIAMEN,45,92.212,China,SHIMIZU,45,35.895,Japan,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
XIAMEN,45,92.212,China,SHIMIZU,45,35.895,Japan,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
XIAMEN,45,92.212,China,SHIMIZU,45,35.895,Japan,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
LIANYUNGANG,78,53.418,China,ANTWERP,78,20.671,Belgium,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
LIANYUNGANG,78,53.418,China,ANTWERP,78,20.671,Belgium,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
LIANYUNGANG,78,53.418,China,ANTWERP,78,20.671,Belgium,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
LIANYUNGANG,78,53.418,China,ANTWERP,78,20.671,Belgium,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
LIANYUNGANG,78,53.418,China,ANTWERP,78,20.671,Belgium,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
LIANYUNGANG,78,53.418,China,ANTWERP,78,20.671,Belgium,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
LIANYUNGANG,78,53.418,China,ANTWERP,78,20.671,Belgium,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
LIANYUNGANG,78,53.418,China,ANTWERP,78,20.671,Belgium,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
LIANYUNGANG,78,53.418,China,ANTWERP,78,20.671,Belgium,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
DALIAN,83,50.94,China,RIO DE JANEIRO,83,20.056,Brazil,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
DALIAN,83,50.94,China,RIO DE JANEIRO,83,20.056,Brazil,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
DALIAN,83,50.94,China,RIO DE JANEIRO,83,20.056,Brazil,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
DALIAN,83,50.94,China,RIO DE JANEIRO,83,20.056,Brazil,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
DALIAN,83,50.94,China,RIO DE JANEIRO,83,20.056,Brazil,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
DALIAN,83,50.94,China,RIO DE JANEIRO,83,20.056,Brazil,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
DALIAN,83,50.94,China,RIO DE JANEIRO,83,20.056,Brazil,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
DALIAN,83,50.94,China,RIO DE JANEIRO,83,20.056,Brazil,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
DALIAN,83,50.94,China,RIO DE JANEIRO,83,20.056,Brazil,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
FUZHOU,133,24.656,China,EL DEKHEILA,133,9.355,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
FUZHOU,133,24.656,China,EL DEKHEILA,133,9.355,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
FUZHOU,133,24.656,China,EL DEKHEILA,133,9.355,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
FUZHOU,133,24.656,China,EL DEKHEILA,133,9.355,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
FUZHOU,133,24.656,China,EL DEKHEILA,133,9.355,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
FUZHOU,133,24.656,China,EL DEKHEILA,133,9.355,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
FUZHOU,133,24.656,China,EL DEKHEILA,133,9.355,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
FUZHOU,133,24.656,China,EL DEKHEILA,133,9.355,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
FUZHOU,133,24.656,China,EL DEKHEILA,133,9.355,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
ZHOUSHAN,136,22.522,China,UMM QASR,136,8.849,Iraq's,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
ZHOUSHAN,136,22.522,China,UMM QASR,136,8.849,Iraq's,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
ZHOUSHAN,136,22.522,China,UMM QASR,136,8.849,Iraq's,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
ZHOUSHAN,136,22.522,China,UMM QASR,136,8.849,Iraq's,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
ZHOUSHAN,136,22.522,China,UMM QASR,136,8.849,Iraq's,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
ZHOUSHAN,136,22.522,China,UMM QASR,136,8.849,Iraq's,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
ZHOUSHAN,136,22.522,China,UMM QASR,136,8.849,Iraq's,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
ZHOUSHAN,136,22.522,China,UMM QASR,136,8.849,Iraq's,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
ZHOUSHAN,136,22.522,China,UMM QASR,136,8.849,Iraq's,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
DA CHAN BAY TERMINAL ONE,142,20.563,China,OSLO,142,8.025,Norway,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
DA CHAN BAY TERMINAL ONE,142,20.563,China,OSLO,142,8.025,Norway,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
DA CHAN BAY TERMINAL ONE,142,20.563,China,OSLO,142,8.025,Norway,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
DA CHAN BAY TERMINAL ONE,142,20.563,China,OSLO,142,8.025,Norway,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
DA CHAN BAY TERMINAL ONE,142,20.563,China,OSLO,142,8.025,Norway,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
DA CHAN BAY TERMINAL ONE,142,20.563,China,OSLO,142,8.025,Norway,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
DA CHAN BAY TERMINAL ONE,142,20.563,China,OSLO,142,8.025,Norway,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
DA CHAN BAY TERMINAL ONE,142,20.563,China,OSLO,142,8.025,Norway,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
DA CHAN BAY TERMINAL ONE,142,20.563,China,OSLO,142,8.025,Norway,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
SHANTOU,165,14.432,China,BERBERA,165,5.752,Somaliland,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
SHANTOU,165,14.432,China,BERBERA,165,5.752,Somaliland,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
SHANTOU,165,14.432,China,BERBERA,165,5.752,Somaliland,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
SHANTOU,165,14.432,China,BERBERA,165,5.752,Somaliland,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
SHANTOU,165,14.432,China,BERBERA,165,5.752,Somaliland,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
SHANTOU,165,14.432,China,BERBERA,165,5.752,Somaliland,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
SHANTOU,165,14.432,China,BERBERA,165,5.752,Somaliland,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
SHANTOU,165,14.432,China,BERBERA,165,5.752,Somaliland,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
SHANTOU,165,14.432,China,BERBERA,165,5.752,Somaliland,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
QINZHOU,247,-3.362,China,HAIFA,247,-1.267,Israel,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
QINZHOU,247,-3.362,China,HAIFA,247,-1.267,Israel,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
QINZHOU,247,-3.362,China,HAIFA,247,-1.267,Israel,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
QINZHOU,247,-3.362,China,HAIFA,247,-1.267,Israel,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
QINZHOU,247,-3.362,China,HAIFA,247,-1.267,Israel,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
QINZHOU,247,-3.362,China,HAIFA,247,-1.267,Israel,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
QINZHOU,247,-3.362,China,HAIFA,247,-1.267,Israel,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
QINZHOU,247,-3.362,China,HAIFA,247,-1.267,Israel,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
QINZHOU,247,-3.362,China,HAIFA,247,-1.267,Israel,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
YANTIAN,266,-10.23,China,ALEXANDRIA (EGYPT),266,-5.001,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
YANTIAN,266,-10.23,China,ALEXANDRIA (EGYPT),266,-5.001,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
YANTIAN,266,-10.23,China,ALEXANDRIA (EGYPT),266,-5.001,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
YANTIAN,266,-10.23,China,ALEXANDRIA (EGYPT),266,-5.001,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
YANTIAN,266,-10.23,China,ALEXANDRIA (EGYPT),266,-5.001,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
YANTIAN,266,-10.23,China,ALEXANDRIA (EGYPT),266,-5.001,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
YANTIAN,266,-10.23,China,ALEXANDRIA (EGYPT),266,-5.001,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
YANTIAN,266,-10.23,China,ALEXANDRIA (EGYPT),266,-5.001,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
YANTIAN,266,-10.23,China,ALEXANDRIA (EGYPT),266,-5.001,Egypt,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
SHANGHAI,316,-51.827,China,GRANGEMOUTH,316,-22.52,Scotland,2021S01,S1   2021,2021,S,Semi-annual,156,0,All ships,132442,
SHANGHAI,316,-51.827,China,GRANGEMOUTH,316,-22.52,Scotland,2021S01,S1   2021,2021,S,Semi-annual,156,1,Passenger ships,16615,
SHANGHAI,316,-51.827,China,GRANGEMOUTH,316,-22.52,Scotland,2021S01,S1   2021,2021,S,Semi-annual,156,2,Liquid bulk carriers,22802,
SHANGHAI,316,-51.827,China,GRANGEMOUTH,316,-22.52,Scotland,2021S01,S1   2021,2021,S,Semi-annual,156,3,Container ships,36398,
SHANGHAI,316,-51.827,China,GRANGEMOUTH,316,-22.52,Scotland,2021S01,S1   2021,2021,S,Semi-annual,156,4,Dry breakbulk carriers,15301,
SHANGHAI,316,-51.827,China,GRANGEMOUTH,316,-22.52,Scotland,2021S01,S1   2021,2021,S,Semi-annual,156,5,Dry bulk carriers,32902,
SHANGHAI,316,-51.827,China,GRANGEMOUTH,316,-22.52,Scotland,2021S01,S1   2021,2021,S,Semi-annual,156,6,Roll-on/ roll-off ships,3175,
SHANGHAI,316,-51.827,China,GRANGEMOUTH,316,-22.52,Scotland,2021S01,S1   2021,2021,S,Semi-annual,156,7,Liquefied petroleum gas carriers,4584,
SHANGHAI,316,-51.827,China,GRANGEMOUTH,316,-22.52,Scotland,2021S01,S1   2021,2021,S,Semi-annual,156,8,Liquefied natural gas carriers,665,
KHALIFA PORT,5,182.649,Abu Dhabi,KHALIFA PORT,5,81.052,Abu Dhabi,,,,,,,,,,
TANGER-MEDITERRANEAN,6,178.096,Morocco,TANGER-MEDITERRANEAN,6,80.411,Morocco,,,,,,,,,,
AGADIR,261,-8.711,Morocco,CONSTANTZA,261,-3.719,Romania,,,,,,,,,,
CASABLANCA,262,-9.239,Morocco,CASABLANCA,262,-4.073,Morocco,,,,,,,,,,
YOKOHAMA,10,159.234,Japan,ALGECIRAS,10,70.323,Spain,2021S01,S1   2021,2021,S,Semi-annual,392,0,All ships,129800,
YOKOHAMA,10,159.234,Japan,ALGECIRAS,10,70.323,Spain,2021S01,S1   2021,2021,S,Semi-annual,392,1,Passenger ships,42294,
YOKOHAMA,10,159.234,Japan,ALGECIRAS,10,70.323,Spain,2021S01,S1   2021,2021,S,Semi-annual,392,2,Liquid bulk carriers,21203,
YOKOHAMA,10,159.234,Japan,ALGECIRAS,10,70.323,Spain,2021S01,S1   2021,2021,S,Semi-annual,392,3,Container ships,18108,
YOKOHAMA,10,159.234,Japan,ALGECIRAS,10,70.323,Spain,2021S01,S1   2021,2021,S,Semi-annual,392,4,Dry breakbulk carriers,12463,
YOKOHAMA,10,159.234,Japan,ALGECIRAS,10,70.323,Spain,2021S01,S1   2021,2021,S,Semi-annual,392,5,Dry bulk carriers,14732,
YOKOHAMA,10,159.234,Japan,ALGECIRAS,10,70.323,Spain,2021S01,S1   2021,2021,S,Semi-annual,392,6,Roll-on/ roll-off ships,16943,
YOKOHAMA,10,159.234,Japan,ALGECIRAS,10,70.323,Spain,2021S01,S1   2021,2021,S,Semi-annual,392,7,Liquefied petroleum gas carriers,3048,
YOKOHAMA,10,159.234,Japan,ALGECIRAS,10,70.323,Spain,2021S01,S1   2021,2021,S,Semi-annual,392,8,Liquefied natural gas carriers,1009,
OSAKA,36,100.987,Japan,AMBARLI,36,42.53,Turkey,2021S01,S1   2021,2021,S,Semi-annual,392,0,All ships,129800,
OSAKA,36,100.987,Japan,AMBARLI,36,42.53,Turkey,2021S01,S1   2021,2021,S,Semi-annual,392,1,Passenger ships,42294,
OSAKA,36,100.987,Japan,AMBARLI,36,42.53,Turkey,2021S01,S1   2021,2021,S,Semi-annual,392,2,Liquid bulk carriers,21203,
OSAKA,36,100.987,Japan,AMBARLI,36,42.53,Turkey,2021S01,S1   2021,2021,S,Semi-annual,392,3,Container ships,18108,
OSAKA,36,100.987,Japan,AMBARLI,36,42.53,Turkey,2021S01,S1   2021,2021,S,Semi-annual,392,4,Dry breakbulk carriers,12463,
OSAKA,36,100.987,Japan,AMBARLI,36,42.53,Turkey,2021S01,S1   2021,2021,S,Semi-annual,392,5,Dry bulk carriers,14732,
OSAKA,36,100.987,Japan,AMBARLI,36,42.53,Turkey,2021S01,S1   2021,2021,S,Semi-annual,392,6,Roll-on/ roll-off ships,16943,
OSAKA,36,100.987,Japan,AMBARLI,36,42.53,Turkey,2021S01,S1   2021,2021,S,Semi-annual,392,7,Liquefied petroleum gas carriers,3048,
OSAKA,36,100.987,Japan,AMBARLI,36,42.53,Turkey,2021S01,S1   2021,2021,S,Semi-annual,392,8,Liquefied natural gas carriers,1009,
KOBE,40,99.002,Japan,XIAMEN,40,39.737,China,2021S01,S1   2021,2021,S,Semi-annual,392,0,All ships,129800,
KOBE,40,99.002,Japan,XIAMEN,40,39.737,China,2021S01,S1   2021,2021,S,Semi-annual,392,1,Passenger ships,42294,
KOBE,40,99.002,Japan,XIAMEN,40,39.737,China,2021S01,S1   2021,2021,S,Semi-annual,392,2,Liquid bulk carriers,21203,
KOBE,40,99.002,Japan,XIAMEN,40,39.737,China,2021S01,S1   2021,2021,S,Semi-annual,392,3,Container ships,18108,
KOBE,40,99.002,Japan,XIAMEN,40,39.737,China,2021S01,S1   2021,2021,S,Semi-annual,392,4,Dry breakbulk carriers,12463,
KOBE,40,99.002,Japan,XIAMEN,40,39.737,China,2021S01,S1   2021,2021,S,Semi-annual,392,5,Dry bulk carriers,14732,
KOBE,40,99.002,Japan,XIAMEN,40,39.737,China,2021S01,S1   2021,2021,S,Semi-annual,392,6,Roll-on/ roll-off ships,16943,
KOBE,40,99.002,Japan,XIAMEN,40,39.737,China,2021S01,S1   2021,2021,S,Semi-annual,392,7,Liquefied petroleum gas carriers,3048,
KOBE,40,99.002,Japan,XIAMEN,40,39.737,China,2021S01,S1   2021,2021,S,Semi-annual,392,8,Liquefied natural gas carriers,1009,
SHIMIZU,41,96.454,Japan,MAGDALLA,41,37.582,India,2021S01,S1   2021,2021,S,Semi-annual,392,0,All ships,129800,
SHIMIZU,41,96.454,Japan,MAGDALLA,41,37.582,India,2021S01,S1   2021,2021,S,Semi-annual,392,1,Passenger ships,42294,
SHIMIZU,41,96.454,Japan,MAGDALLA,41,37.582,India,2021S01,S1   2021,2021,S,Semi-annual,392,2,Liquid bulk carriers,21203,
SHIMIZU,41,96.454,Japan,MAGDALLA,41,37.582,India,2021S01,S1   2021,2021,S,Semi-annual,392,3,Container ships,18108,
SHIMIZU,41,96.454,Japan,MAGDALLA,41,37.582,India,2021S01,S1   2021,2021,S,Semi-annual,392,4,Dry breakbulk carriers,12463,
SHIMIZU,41,96.454,Japan,MAGDALLA,41,37.582,India,2021S01,S1   2021,2021,S,Semi-annual,392,5,Dry bulk carriers,14732,
SHIMIZU,41,96.454,Japan,MAGDALLA,41,37.582,India,2021S01,S1   2021,2021,S,Semi-annual,392,6,Roll-on/ roll-off ships,16943,
SHIMIZU,41,96.454,Japan,MAGDALLA,41,37.582,India,2021S01,S1   2021,2021,S,Semi-annual,392,7,Liquefied petroleum gas carriers,3048,
SHIMIZU,41,96.454,Japan,MAGDALLA,41,37.582,India,2021S01,S1   2021,2021,S,Semi-annual,392,8,Liquefied natural gas carriers,1009,
NAGOYA,53,81.608,Japan,INCHEON,53,31.82,South Korea,2021S01,S1   2021,2021,S,Semi-annual,392,0,All ships,129800,
NAGOYA,53,81.608,Japan,INCHEON,53,31.82,South Korea,2021S01,S1   2021,2021,S,Semi-annual,392,1,Passenger ships,42294,
NAGOYA,53,81.608,Japan,INCHEON,53,31.82,South Korea,2021S01,S1   2021,2021,S,Semi-annual,392,2,Liquid bulk carriers,21203,
NAGOYA,53,81.608,Japan,INCHEON,53,31.82,South Korea,2021S01,S1   2021,2021,S,Semi-annual,392,3,Container ships,18108,
NAGOYA,53,81.608,Japan,INCHEON,53,31.82,South Korea,2021S01,S1   2021,2021,S,Semi-annual,392,4,Dry breakbulk carriers,12463,
NAGOYA,53,81.608,Japan,INCHEON,53,31.82,South Korea,2021S01,S1   2021,2021,S,Semi-annual,392,5,Dry bulk carriers,14732,
NAGOYA,53,81.608,Japan,INCHEON,53,31.82,South Korea,2021S01,S1   2021,2021,S,Semi-annual,392,6,Roll-on/ roll-off ships,16943,
NAGOYA,53,81.608,Japan,INCHEON,53,31.82,South Korea,2021S01,S1   2021,2021,S,Semi-annual,392,7,Liquefied petroleum gas carriers,3048,
NAGOYA,53,81.608,Japan,INCHEON,53,31.82,South Korea,2021S01,S1   2021,2021,S,Semi-annual,392,8,Liquefied natural gas carriers,1009,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,0,All ships,129800,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,1,Passenger ships,42294,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,2,Liquid bulk carriers,21203,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,3,Container ships,18108,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,4,Dry breakbulk carriers,12463,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,5,Dry bulk carriers,14732,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,6,Roll-on/ roll-off ships,16943,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,7,Liquefied petroleum gas carriers,3048,
TOKYO,56,74.453,Japan,DAMIETTA,56,29.427,Egypt,2021S01,S1   2021,2021,S,Semi-annual,392,8,Liquefied natural gas carriers,1009,
