Port Name,Administrative Approach Rank,"Total
Points",Statistic Approach Rank,IndeX Value,Economy Label,Period,Period Label,Year,Frequency,Frequency Label,Economy,CommercialMarket,CommercialMarket Label,Number of port calls,Number of port calls Footnote
VALENCIA,135,23.809,180,4.685,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,3,Container ships,7367,
VALENCIA,135,23.809,180,4.685,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,4,Dry breakbulk carriers,6488,
VALENCIA,135,23.809,180,4.685,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,5,Dry bulk carriers,1542,
VALENCIA,135,23.809,180,4.685,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,6,Roll-on/ roll-off ships,2970,
VALENCIA,135,23.809,180,4.685,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,7,Liquefied petroleum gas carriers,647,
VALENCIA,135,23.809,180,4.685,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,8,Liquefied natural gas carriers,170,
VIGO,149,18.234,138,8.62,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,0,All ships,53130,
VIGO,149,18.234,138,8.62,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,1,Passenger ships,26286,
VIGO,149,18.234,138,8.62,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,2,Liquid bulk carriers,7660,
VIGO,149,18.234,138,8.62,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,3,Container ships,7367,
VIGO,149,18.234,138,8.62,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,4,Dry breakbulk carriers,6488,
VIGO,149,18.234,138,8.62,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,5,Dry bulk carriers,1542,
VIGO,149,18.234,138,8.62,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,6,Roll-on/ roll-off ships,2970,
VIGO,149,18.234,138,8.62,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,7,Liquefied petroleum gas carriers,647,
VIGO,149,18.234,138,8.62,Spain,2021S01,S1   2021,2021,S,Semi-annual,724,8,Liquefied natural gas carriers,170,
ALGIERS,306,-36.205,305,-15.275,Algeria,,,,,,,,,,
BEJAIA,285,-21.27,289,-10.471,Algeria,,,,,,,,,,
AMBARLI,43,93.586,36,42.53,Turkey,,,,,,,,,,
BORUnited States of AmericaN,148,18.332,149,7.476,Turkey,,,,,,,,,,
DILISKELESI,77,54.305,70,23.442,Turkey,,,,,,,,,,
GEMLIK,113,36.099,105,15.943,Turkey,,,,,,,,,,
ISKENDERUN,70,59.012,72,21.916,Turkey,,,,,,,,,,
IZMIR,253,-4.805,246,-1.093,Turkey,,,,,,,,,,
MERSIN,34,102.273,28,49.791,Turkey,,,,,,,,,,
NEMRUT BAY,224,1.695,242,-0.745,Turkey,,,,,,,,,,
PORT AKDENIZ,152,17.753,139,8.467,Turkey,,,,,,,,,,
SAMSUN,248,-3.711,253,-2.272,Turkey,,,,,,,,,,
YARIMCA,28,106.663,30,48.489,Turkey,,,,,,,,,,
ANCONA,179,11.804,168,5.537,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
ANCONA,179,11.804,168,5.537,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
ANCONA,179,11.804,168,5.537,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
ANCONA,179,11.804,168,5.537,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
ANCONA,179,11.804,168,5.537,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
ANCONA,179,11.804,168,5.537,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
ANCONA,179,11.804,168,5.537,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
ANCONA,179,11.804,168,5.537,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
BARI,193,9.166,194,3.49,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
BARI,193,9.166,194,3.49,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
BARI,193,9.166,194,3.49,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
BARI,193,9.166,194,3.49,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
BARI,193,9.166,194,3.49,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
BARI,193,9.166,194,3.49,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
BARI,193,9.166,194,3.49,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
BARI,193,9.166,194,3.49,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
CATANIA,191,9.365,193,3.579,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
CATANIA,191,9.365,193,3.579,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
CATANIA,191,9.365,193,3.579,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
CATANIA,191,9.365,193,3.579,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
CATANIA,191,9.365,193,3.579,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
CATANIA,191,9.365,193,3.579,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
CATANIA,191,9.365,193,3.579,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
CATANIA,191,9.365,193,3.579,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
CIVITAVECCHIA,162,15.62,161,6.047,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
CIVITAVECCHIA,162,15.62,161,6.047,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
CIVITAVECCHIA,162,15.62,161,6.047,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
CIVITAVECCHIA,162,15.62,161,6.047,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
CIVITAVECCHIA,162,15.62,161,6.047,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
CIVITAVECCHIA,162,15.62,161,6.047,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
CIVITAVECCHIA,162,15.62,161,6.047,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
CIVITAVECCHIA,162,15.62,161,6.047,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
GENOA,337,-93.568,335,-39.902,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
GENOA,337,-93.568,335,-39.902,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
GENOA,337,-93.568,335,-39.902,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
GENOA,337,-93.568,335,-39.902,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
GENOA,337,-93.568,335,-39.902,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
GENOA,337,-93.568,335,-39.902,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
GENOA,337,-93.568,335,-39.902,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
GENOA,337,-93.568,335,-39.902,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
GIOIA TAURO,65,62.42,112,14.642,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
GIOIA TAURO,65,62.42,112,14.642,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
GIOIA TAURO,65,62.42,112,14.642,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
GIOIA TAURO,65,62.42,112,14.642,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
GIOIA TAURO,65,62.42,112,14.642,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
GIOIA TAURO,65,62.42,112,14.642,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
GIOIA TAURO,65,62.42,112,14.642,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
GIOIA TAURO,65,62.42,112,14.642,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
LA SPEZIA,313,-47.346,309,-18.987,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
LA SPEZIA,313,-47.346,309,-18.987,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
LA SPEZIA,313,-47.346,309,-18.987,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
LA SPEZIA,313,-47.346,309,-18.987,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
LA SPEZIA,313,-47.346,309,-18.987,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
LA SPEZIA,313,-47.346,309,-18.987,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
LA SPEZIA,313,-47.346,309,-18.987,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
LA SPEZIA,313,-47.346,309,-18.987,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
LIVORNO,338,-96.571,333,-37.62,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
LIVORNO,338,-96.571,333,-37.62,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
LIVORNO,338,-96.571,333,-37.62,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
LIVORNO,338,-96.571,333,-37.62,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
LIVORNO,338,-96.571,333,-37.62,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
LIVORNO,338,-96.571,333,-37.62,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
LIVORNO,338,-96.571,333,-37.62,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
LIVORNO,338,-96.571,333,-37.62,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
NAPLES,283,-19.737,267,-5.039,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
NAPLES,283,-19.737,267,-5.039,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
NAPLES,283,-19.737,267,-5.039,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
NAPLES,283,-19.737,267,-5.039,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
NAPLES,283,-19.737,267,-5.039,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
NAPLES,283,-19.737,267,-5.039,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
NAPLES,283,-19.737,267,-5.039,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
NAPLES,283,-19.737,267,-5.039,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
PALERMO,204,5.569,198,2.735,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
PALERMO,204,5.569,198,2.735,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
PALERMO,204,5.569,198,2.735,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
PALERMO,204,5.569,198,2.735,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
PALERMO,204,5.569,198,2.735,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
PALERMO,204,5.569,198,2.735,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
PALERMO,204,5.569,198,2.735,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
PALERMO,204,5.569,198,2.735,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
RAVENNA,187,10.047,188,4.056,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
RAVENNA,187,10.047,188,4.056,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
RAVENNA,187,10.047,188,4.056,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
RAVENNA,187,10.047,188,4.056,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
RAVENNA,187,10.047,188,4.056,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
RAVENNA,187,10.047,188,4.056,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
RAVENNA,187,10.047,188,4.056,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
RAVENNA,187,10.047,188,4.056,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
SALERNO,192,9.315,195,3.237,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
SALERNO,192,9.315,195,3.237,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
SALERNO,192,9.315,195,3.237,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
SALERNO,192,9.315,195,3.237,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
SALERNO,192,9.315,195,3.237,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
SALERNO,192,9.315,195,3.237,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
SALERNO,192,9.315,195,3.237,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
SALERNO,192,9.315,195,3.237,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
SAVONA-VADO,94,45.9,111,14.739,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
SAVONA-VADO,94,45.9,111,14.739,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
SAVONA-VADO,94,45.9,111,14.739,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
SAVONA-VADO,94,45.9,111,14.739,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
SAVONA-VADO,94,45.9,111,14.739,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
SAVONA-VADO,94,45.9,111,14.739,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
SAVONA-VADO,94,45.9,111,14.739,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
SAVONA-VADO,94,45.9,111,14.739,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
TRAPANI,213,3.98,209,1.804,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
TRAPANI,213,3.98,209,1.804,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
TRAPANI,213,3.98,209,1.804,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
TRAPANI,213,3.98,209,1.804,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
TRAPANI,213,3.98,209,1.804,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
TRAPANI,213,3.98,209,1.804,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
TRAPANI,213,3.98,209,1.804,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
TRAPANI,213,3.98,209,1.804,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
TRIESTE,326,-64.659,338,-40.42,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
TRIESTE,326,-64.659,338,-40.42,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
TRIESTE,326,-64.659,338,-40.42,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
TRIESTE,326,-64.659,338,-40.42,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
TRIESTE,326,-64.659,338,-40.42,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
TRIESTE,326,-64.659,338,-40.42,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
TRIESTE,326,-64.659,338,-40.42,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
TRIESTE,326,-64.659,338,-40.42,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
VENICE,235,-0.39,230,0.147,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,0,All ships,105521,
VENICE,235,-0.39,230,0.147,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,1,Passenger ships,87540,
VENICE,235,-0.39,230,0.147,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,2,Liquid bulk carriers,4439,
VENICE,235,-0.39,230,0.147,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,3,Container ships,3887,
VENICE,235,-0.39,230,0.147,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,4,Dry breakbulk carriers,3431,
VENICE,235,-0.39,230,0.147,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,5,Dry bulk carriers,1038,
VENICE,235,-0.39,230,0.147,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,6,Roll-on/ roll-off ships,4685,
VENICE,235,-0.39,230,0.147,Italy,2021S01,S1   2021,2021,S,Semi-annual,380,7,Liquefied petroleum gas carriers,501,
ANTOFAGASTA,234,-0.322,273,-5.76,Chile,,,,,,,,,,
ARICA,297,-30.042,295,-12.157,Chile,,,,,,,,,,
IQUIQUE,319,-53.887,311,-19.234,Chile,,,,,,,,,,
LIRQUEN,126,26.883,118,12.555,Chile,,,,,,,,,,
MEJILLONES,231,0.86,241,-0.564,Chile,,,,,,,,,,
SAN ANTONIO,320,-55.808,320,-25.395,Chile,,,,,,,,,,
VALPARAISO,108,40.314,113,14.494,Chile,,,,,,,,,,
ANTWERP,96,45.146,78,20.671,Belgium,,,,,,,,,,
ZEEBRUGGE,278,-15.389,291,-11.15,Belgium,,,,,,,,,,
APRA HARBOR,199,7.721,203,2.387,United States territory of Guam,,,,,,,,,,
AQABA,35,101.25,32,45.327,Jordan,,,,,,,,,,
ASHDOD,329,-69.31,342,-46.157,Israel,,,,,,,,,,
HAIFA,196,8.497,247,-1.267,Israel,,,,,,,,,,
AUCKLAND,351,-142.913,350,-62.159,New Zealand,,,,,,,,,,
BLUFF,241,-1.784,234,-0.308,New Zealand,,,,,,,,,,
LYTTELTON,314,-47.72,312,-19.801,New Zealand,,,,,,,,,,
NAPIER,290,-25.742,282,-8.561,New Zealand,,,,,,,,,,
NELSON,194,8.59,189,3.966,New Zealand,,,,,,,,,,
OTAGO HARBOUR,298,-30.113,292,-11.396,New Zealand,,,,,,,,,,
TAURANGA,325,-64.477,330,-31.494,New Zealand,,,,,,,,,,
TIMARU,310,-37.693,314,-21.135,New Zealand,,,,,,,,,,
WELLINGTON,151,17.761,192,3.722,New Zealand,,,,,,,,,,
BALBOA,60,67.846,55,29.611,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
BALBOA,60,67.846,55,29.611,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
BALBOA,60,67.846,55,29.611,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
BALBOA,60,67.846,55,29.611,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
BALBOA,60,67.846,55,29.611,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
BALBOA,60,67.846,55,29.611,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
BALBOA,60,67.846,55,29.611,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
BALBOA,60,67.846,55,29.611,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
BALBOA,60,67.846,55,29.611,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
BOSTON (United States of America),117,33.384,115,13.428,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
BOSTON (United States of America),117,33.384,115,13.428,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
BOSTON (United States of America),117,33.384,115,13.428,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
BOSTON (United States of America),117,33.384,115,13.428,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
BOSTON (United States of America),117,33.384,115,13.428,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
BOSTON (United States of America),117,33.384,115,13.428,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
BOSTON (United States of America),117,33.384,115,13.428,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
BOSTON (United States of America),117,33.384,115,13.428,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
BOSTON (United States of America),117,33.384,115,13.428,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
CHARLESTON,130,26.183,187,4.399,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
CHARLESTON,130,26.183,187,4.399,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
CHARLESTON,130,26.183,187,4.399,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
CHARLESTON,130,26.183,187,4.399,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
CHARLESTON,130,26.183,187,4.399,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
CHARLESTON,130,26.183,187,4.399,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
CHARLESTON,130,26.183,187,4.399,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
CHARLESTON,130,26.183,187,4.399,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
CHARLESTON,130,26.183,187,4.399,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
HOUSTON,119,32.044,123,10.771,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
HOUSTON,119,32.044,123,10.771,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
HOUSTON,119,32.044,123,10.771,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
HOUSTON,119,32.044,123,10.771,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
HOUSTON,119,32.044,123,10.771,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
HOUSTON,119,32.044,123,10.771,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
HOUSTON,119,32.044,123,10.771,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
HOUSTON,119,32.044,123,10.771,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
HOUSTON,119,32.044,123,10.771,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
HUENEME,269,-12.006,274,-6.11,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
HUENEME,269,-12.006,274,-6.11,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
HUENEME,269,-12.006,274,-6.11,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
HUENEME,269,-12.006,274,-6.11,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
HUENEME,269,-12.006,274,-6.11,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
HUENEME,269,-12.006,274,-6.11,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
HUENEME,269,-12.006,274,-6.11,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
HUENEME,269,-12.006,274,-6.11,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
HUENEME,269,-12.006,274,-6.11,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
JACKSONVILLE,100,44.256,94,17.677,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
JACKSONVILLE,100,44.256,94,17.677,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
JACKSONVILLE,100,44.256,94,17.677,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
JACKSONVILLE,100,44.256,94,17.677,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
JACKSONVILLE,100,44.256,94,17.677,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
JACKSONVILLE,100,44.256,94,17.677,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
JACKSONVILLE,100,44.256,94,17.677,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
